time,-O,-faggressive-loop-optimizations,-falign-functions,-falign-jumps,-falign-labels,-falign-loops,-fasynchronous-unwind-tables,-fbranch-count-reg,-fbranch-probabilities,-fbranch-target-load-optimize,-fbranch-target-load-optimize2,-fbtr-bb-exclusive,-fcaller-saves,-fcombine-stack-adjustments,-fcommon,-fcompare-elim,-fconserve-stack,-fcprop-registers,-fcrossjumping,-fcse-follow-jumps,-fcx-fortran-rules,-fcx-limited-range,-fdata-sections,-fdce,-fdefer-pop,-fdelayed-branch,-fdelete-null-pointer-checks,-fdevirtualize,-fdse,-fearly-inlining,-fexceptions,-fexpensive-optimizations,-ffinite-math-only,-ffloat-store,-fforward-propagate,-fgcse,-fgcse-after-reload,-fgcse-las,-fgcse-lm,-fgcse-sm,-fgraphite-identity,-fguess-branch-probability,-fhandle-exceptions,-fhoist-adjacent-loads,-fif-conversion,-fif-conversion2,-finline,-finline-atomics,-finline-functions,-finline-functions-called-once,-finline-small-functions,-fipa-cp,-fipa-cp-clone,-fipa-profile,-fipa-pta,-fipa-pure-const,-fipa-reference,-fipa-sra,-fira-hoist-pressure,-fivopts,-fjump-tables,-floop-block,-floop-interchange,-floop-nest-optimize,-floop-parallelize-all,-floop-strip-mine,-fmath-errno,-fmerge-all-constants,-fmerge-constants,-fmodulo-sched,-fmove-loop-invariants,-fnon-call-exceptions,-fnothrow-opt,-fomit-frame-pointer,-fopt-info,-foptimize-register-move,-foptimize-sibling-calls,-foptimize-strlen,-fpeel-loops,-fpeephole,-fpeephole2,-fpredictive-commoning,-fprefetch-loop-arrays,-freg-struct-return,-fregmove,-frename-registers,-freorder-blocks,-freorder-blocks-and-partition,-freorder-functions,-frerun-cse-after-loop,-freschedule-modulo-scheduled-loops,-frounding-math,-frtti,-fsched-critical-path-heuristic,-fsched-dep-count-heuristic,-fsched-group-heuristic,-fsched-interblock,-fsched-last-insn-heuristic,-fsched-pressure,-fsched-rank-heuristic,-fsched-spec,-fsched-spec-insn-heuristic,-fsched-spec-load,-fsched-spec-load-dangerous,-fsched-stalled-insns,-fsched-stalled-insns-dep,-fsched2-use-superblocks,-fschedule-insns,-fschedule-insns2,-fsection-anchors,-fsel-sched-pipelining,-fsel-sched-pipelining-outer-loops,-fsel-sched-reschedule-pipelined,-fselective-scheduling,-fselective-scheduling2,-fshort-enums,-fshort-wchar,-fshrink-wrap,-fsignaling-nans,-fsigned-zeros,-fsingle-precision-constant,-fsplit-ivs-in-unroller,-fsplit-wide-types,-fstack-clash-protection,-fstrict-aliasing,-fstrict-enums,-fthread-jumps,-fno-threadsafe-statics,-ftoplevel-reorder,-ftrapping-math,-ftrapv,-ftree-bit-ccp,-ftree-builtin-call-dce,-ftree-ccp,-ftree-ch,-ftree-coalesce-vars,-ftree-copy-prop,-ftree-copyrename,-ftree-cselim,-ftree-dce,-ftree-dominator-opts,-ftree-dse,-ftree-forwprop,-ftree-fre,-ftree-loop-distribute-patterns,-ftree-loop-distribution,-ftree-loop-if-convert,-ftree-loop-if-convert-stores,-ftree-loop-im,-ftree-loop-ivcanon,-ftree-loop-optimize,-ftree-lrs,-ftree-partial-pre,-ftree-phiprop,-ftree-pre,-ftree-pta,-ftree-reassoc,-ftree-scev-cprop,-ftree-sink,-ftree-slp-vectorize,-ftree-slsr,-ftree-sra,-ftree-switch-conversion,-ftree-tail-merge,-ftree-ter,-ftree-vect-loop-version,-ftree-vectorize,-ftree-vrp,-funit-at-a-time,-funroll-all-loops,-funroll-loops,-funsafe-loop-optimizations,-funsafe-math-optimizations,-funswitch-loops,-funwind-tables,-fvar-tracking,-fvar-tracking-assignments,-fvar-tracking-assignments-toggle,-fvar-tracking-uninit,-fvariable-expansion-in-unroller,-fvect-cost-model,-fvpt,-fweb,-fwhole-program,-fwrapv,align-loop-iterations,align-threshold,allow-load-data-races,allow-packed-load-data-races,allow-packed-store-data-races,allow-store-data-races,case-values-threshold,comdat-sharing-probability,cxx-max-namespaces-for-diagnostic-help,early-inlining-insns,gcse-after-reload-critical-fraction,gcse-after-reload-partial-fraction,gcse-cost-distance-ratio,gcse-unrestricted-cost,ggc-min-expand,ggc-min-heapsize,graphite-max-bbs-per-function,graphite-max-nb-scop-params,hot-bb-count-ws-permille,hot-bb-frequency-fraction,inline-min-speedup,inline-unit-growth,integer-share-limit,ipa-cp-eval-threshold,ipa-cp-loop-hint-bonus,ipa-cp-value-list-size,ipa-max-agg-items,ipa-sra-ptr-growth-factor,ipcp-unit-growth,ira-loop-reserved-regs,ira-max-conflict-table-size,ira-max-loops-num,iv-always-prune-cand-set-bound,iv-consider-all-candidates-bound,iv-max-considered-uses,l1-cache-line-size,l1-cache-size,l2-cache-size,large-function-growth,large-function-insns,large-stack-frame,large-stack-frame-growth,large-unit-insns,lim-expensive,loop-block-tile-size,loop-invariant-max-bbs-in-loop,loop-max-datarefs-for-datadeps,lto-min-partition,lto-partitions,max-average-unrolled-insns,max-completely-peel-loop-nest-depth,max-completely-peel-times,max-completely-peeled-insns,max-crossjump-edges,max-cse-insns,max-cse-path-length,max-cselib-memory-locations,max-delay-slot-insn-search,max-delay-slot-live-search,max-dse-active-local-stores,max-early-inliner-iterations,max-fields-for-field-sensitive,max-gcse-insertion-ratio,max-gcse-memory,max-goto-duplication-insns,max-grow-copy-bb-insns,max-hoist-depth,max-inline-insns-auto,max-inline-insns-recursive,max-inline-insns-recursive-auto,max-inline-insns-single,max-inline-recursive-depth,max-inline-recursive-depth-auto,max-iterations-computation-cost,max-iterations-to-track,max-jump-thread-duplication-stmts,max-last-value-rtl,max-modulo-backtrack-attempts,max-once-peeled-insns,max-partial-antic-length,max-peel-branches,max-peel-times,max-peeled-insns,max-pending-list-length,max-pipeline-region-blocks,max-pipeline-region-insns,max-predicted-iterations,max-reload-search-insns,max-sched-extend-regions-iters,max-sched-insn-conflict-delay,max-sched-ready-insns,max-sched-region-blocks,max-sched-region-insns,max-slsr-cand-scan,max-stores-to-sink,max-tail-merge-comparisons,max-tail-merge-iterations,max-tracked-strlens,max-unroll-times,max-unrolled-insns,max-unswitch-insns,max-unswitch-level,max-variable-expansions-in-unroller,max-vartrack-expr-depth,max-vartrack-reverse-op-size,max-vartrack-size,min-crossjump-insns,min-inline-recursive-probability,min-insn-to-prefetch-ratio,min-spec-prob,min-vect-loop-bound,omega-eliminate-redundant-constraints,omega-hash-table-size,omega-max-eqs,omega-max-geqs,omega-max-keys,omega-max-vars,omega-max-wild-cards,partial-inlining-entry-probability,predictable-branch-outcome,prefetch-latency,prefetch-min-insn-to-mem-ratio,sccvn-max-alias-queries-per-access,sccvn-max-scc-size,scev-max-expr-complexity,scev-max-expr-size,sched-mem-true-dep-cost,sched-pressure-algorithm,sched-spec-prob-cutoff,sched-state-edge-prob-cutoff,selsched-insns-to-rename,selsched-max-lookahead,selsched-max-sched-times,simultaneous-prefetches,sink-frequency-threshold,slp-max-insns-in-bb,sms-dfa-history,sms-loop-average-count-threshold,sms-max-ii-factor,sms-min-sc,ssp-buffer-size,switch-conversion-max-branch-ratio,tm-max-aggregate-size,tracer-dynamic-coverage,tracer-dynamic-coverage-feedback,tracer-max-code-growth,tracer-min-branch-probability,tracer-min-branch-probability-feedback,tracer-min-branch-ratio,tree-reassoc-width,uninit-control-dep-attempts,use-canonical-types,vect-max-version-for-alias-checks,vect-max-version-for-alignment-checks,build_time,qor,is_best
2487.6676375865936,3,2,3,1,3,1,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,2,1,3,2,1,2,1,2,3,2,1,3,1,2,2,2,3,2,1,2,2,1,3,1,1,3,3,1,3,2,3,1,2,2,3,1,3,1,1,1,2,3,1,3,1,1,3,2,2,2,1,2,3,3,3,1,1,1,3,2,3,1,1,1,3,2,2,1,3,1,2,3,2,3,2,2,1,3,2,2,1,1,2,2,3,2,1,1,1,2,1,1,1,3,2,1,1,1,1,1,3,2,2,2,2,3,3,3,3,1,1,2,3,2,3,1,1,3,3,2,1,2,3,2,2,1,2,1,2,1,2,1,3,3,3,3,2,3,2,2,3,2,3,1,3,3,1,3,2,1,2,3,2,3,3,1,1,3,1,3,2,2,2,1,9,389,0,1,0,1,0,41,1783,30,24,0,4,2,36,14351,242,18,399,690,5,50,595,1847,100,28,12,4,16,6,1067,125,12,111,154,4,248,828,308,8016,140,1615,26335,30,159,18676,2610,1189,15,183,11,34,296,78,3551,9,572,48,1064,19420,2,4,45,89318082,4,7,103,57,1609,279,1574,30,19,24,545,17,25308,102,232,25,24,4,352,12,41,374,116,372,4,4,285,32,79,144,0,21,7,3824,5,557,187,2,2,38,114,58507301,3,24,17,144,3,1,2116,321,547,1056,319,62,50,4,705,10,1027,28868,17,384,0,2,73,23,2,88,8,10,80,1244,1,4,121,2,8,20,31,30,67,219,75,64,37,3,1521,0,16,20,19.01967453956604,14.284372329711914,0
2487.6676375865936,2,2,3,2,2,1,2,3,1,2,3,1,3,3,3,2,1,3,3,1,2,1,2,1,3,1,3,3,2,1,1,1,3,3,1,1,2,2,1,2,3,3,1,1,3,1,2,2,1,2,2,3,1,2,3,2,2,2,3,1,3,1,2,1,2,3,1,3,1,2,2,2,3,3,1,2,1,2,1,1,2,3,3,1,1,1,2,1,1,3,2,1,2,1,3,2,1,3,2,1,2,2,1,2,3,3,1,1,2,1,3,2,3,3,2,1,2,3,3,2,1,2,1,1,2,1,1,2,3,1,3,2,3,2,1,1,1,3,2,1,2,2,1,3,3,1,3,1,2,1,3,3,2,1,2,1,1,1,2,3,2,1,2,1,1,1,2,3,2,2,2,1,1,1,1,2,1,3,2,2,3,1,2,2,2,14,322,1,0,0,0,1,66,2273,33,24,3,18,8,11,13638,69,38,737,1139,19,31,868,1022,78,26,48,7,35,1,2178,254,3,91,279,2,167,398,390,8707,804,2886,22926,26,16,5672,2753,2276,104,101,22,43,47,98,3476,5,614,188,1164,5464,2,0,79,63402974,27,10,93,47,1664,235,1020,19,6,34,1859,50,7117,107,1524,263,8,11,241,9,42,330,372,81,2,4,55,12,244,187,3,30,8,391,30,186,113,8,4,40,51,125914082,20,35,12,127,3,1,2158,176,119,793,150,5,238,5,681,11,3823,27444,39,280,1,2,30,39,1,54,8,1,91,1445,3,3,302,7,7,29,20,75,55,143,67,47,31,0,809,0,37,15,19.40304136276245,596.3563919067383,0
2487.6676375865936,1,3,3,1,3,2,3,3,3,1,3,1,3,3,3,2,3,2,2,1,1,1,2,1,3,2,1,1,3,1,1,1,2,2,3,3,3,3,3,3,2,2,2,1,3,3,3,3,3,2,1,2,1,2,2,3,1,3,3,2,3,3,3,2,2,3,2,3,3,1,1,2,1,2,2,2,1,3,1,2,2,2,3,3,3,1,1,3,1,3,3,1,3,2,3,1,1,3,2,2,1,1,1,2,1,1,1,3,1,3,2,3,3,1,2,3,3,2,3,1,3,1,2,2,1,3,3,1,2,3,2,3,3,3,1,1,2,2,1,3,3,2,1,1,2,3,3,2,2,2,2,2,3,2,1,1,3,2,2,3,2,2,2,3,1,3,3,2,2,1,1,3,3,3,1,1,2,1,2,3,3,1,2,1,2,6,126,0,0,1,0,4,20,3997,17,24,12,22,2,105,6008,175,16,928,1195,22,49,650,1539,42,14,41,2,26,4,2476,184,12,120,806,7,219,1873,54,1112,257,1152,33810,73,176,23479,2173,1387,45,182,32,22,252,103,675,2,1467,89,1074,8922,3,4,13,20549838,25,20,11,63,855,1639,476,27,31,11,3184,19,15668,82,731,207,45,37,377,119,43,415,330,192,0,1,137,3,331,188,8,4,8,3634,3,626,39,7,2,8,159,25735445,17,15,3,101,1,0,1037,196,920,1081,476,14,84,7,578,5,404,16361,6,46,3,1,49,12,0,70,0,11,93,2434,0,4,70,7,24,5,14,52,96,176,69,27,23,0,2423,1,38,5,18.948818683624268,15.403032302856445,0
2487.6676375865936,3,1,1,1,3,1,3,1,1,3,3,2,1,2,3,2,2,2,3,3,3,3,2,3,2,1,2,1,3,3,3,1,3,2,2,2,1,3,2,1,2,2,1,3,1,1,2,3,2,3,2,3,1,3,2,3,1,3,3,1,1,2,3,1,3,1,1,3,3,2,2,2,2,3,3,3,2,3,1,3,2,3,1,3,2,2,2,2,1,2,2,2,3,2,3,2,2,1,3,2,2,1,1,2,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,2,3,3,3,1,1,2,3,1,3,3,1,3,3,2,1,2,2,1,2,1,2,1,2,1,2,2,3,3,3,3,2,3,2,2,3,2,3,1,3,1,3,3,2,1,1,3,2,3,3,1,1,3,3,3,3,2,2,1,9,387,0,1,0,1,0,43,1783,30,23,0,4,2,36,14097,242,18,753,690,5,65,595,1847,100,28,11,4,16,6,1067,125,19,111,101,4,248,828,308,8016,140,1615,26335,30,159,22851,2604,1214,15,175,11,27,274,247,3287,11,572,48,1064,17795,2,4,49,89318082,4,3,103,57,1662,424,1097,29,19,24,545,17,25308,26,232,25,24,13,352,12,40,294,116,372,4,4,285,32,79,149,0,28,7,3824,4,557,187,2,2,35,114,58507301,3,24,16,144,3,1,2116,199,547,1056,319,62,36,4,358,10,1027,25637,19,349,0,2,73,19,2,88,8,10,80,1244,1,4,121,2,8,5,18,38,67,281,66,64,37,3,1521,0,20,20,19.15878987312317,16.800642013549805,0
2487.6676375865936,3,1,3,1,3,1,3,1,1,2,3,2,1,2,3,2,2,2,3,3,3,2,2,1,2,1,2,1,3,3,3,1,3,2,2,2,1,3,2,1,2,2,1,3,1,1,2,3,2,3,2,3,1,3,2,3,1,3,3,1,1,2,3,1,3,1,1,3,3,2,2,1,2,3,3,3,2,3,1,3,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3,2,2,1,3,2,2,1,1,2,2,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,3,3,3,1,1,2,3,1,3,3,1,3,3,2,1,2,1,1,2,1,2,3,2,3,3,1,1,3,3,3,2,1,2,2,3,2,3,1,3,1,1,3,3,3,1,3,2,3,2,1,1,3,3,3,3,2,2,1,9,387,0,1,0,1,0,43,3570,30,23,0,4,2,36,14097,242,18,399,690,5,65,595,1847,100,28,13,4,16,6,1067,125,10,111,101,4,248,828,308,8016,140,1615,26335,30,159,22851,2604,1214,100,175,29,27,375,78,3287,11,572,48,1064,17889,2,4,7,89318082,4,3,103,57,1662,424,1574,29,19,24,545,17,25308,102,232,25,24,33,352,12,40,294,116,372,3,4,285,32,62,149,0,28,7,3824,4,557,187,2,2,35,114,58507301,3,24,16,144,3,1,2116,390,547,1056,319,62,36,1,705,10,1424,34950,19,279,0,2,73,19,2,88,8,10,80,1244,1,4,121,2,8,12,31,32,67,219,75,64,37,3,1521,0,18,20,18.96297574043274,15.067577362060547,0
2675.563970565796,1,3,3,1,3,2,1,1,3,3,1,2,3,3,2,1,1,1,1,3,3,1,3,1,1,1,1,2,1,3,3,1,1,2,1,1,1,3,2,3,1,3,1,2,2,3,1,3,2,2,2,1,2,2,1,1,1,2,2,1,1,3,3,1,3,1,2,1,3,2,1,1,1,3,3,2,2,1,1,2,3,3,1,1,1,2,1,2,3,1,3,1,1,1,2,3,2,1,2,2,3,2,3,2,1,3,3,1,3,1,1,3,3,3,1,1,3,2,3,2,1,2,1,1,2,2,1,2,3,3,1,3,2,2,3,2,1,1,2,3,3,1,2,2,2,2,2,1,3,1,2,1,3,3,2,1,1,1,1,1,2,3,1,2,3,3,2,2,3,3,1,2,2,2,2,2,3,3,2,2,2,3,1,1,2,2,331,0,1,0,0,1,6,1668,6,11,3,13,11,76,8188,240,9,698,1056,31,56,159,566,168,15,43,6,23,6,3952,122,28,76,396,8,241,662,298,5263,113,3465,26513,22,103,16440,925,633,47,279,18,39,136,111,2418,33,1395,342,1020,12859,2,1,67,17993153,10,11,59,41,1257,471,257,28,18,8,1280,32,16788,109,729,393,20,64,397,123,29,303,196,155,4,2,393,22,47,62,6,6,8,3717,2,390,117,10,4,15,60,95795096,16,33,33,90,4,0,2165,213,94,1868,100,27,268,6,681,10,3388,32480,26,154,3,1,11,16,0,177,1,10,27,1113,4,0,391,5,10,10,19,39,83,354,40,22,35,0,3887,0,25,19,19.588106393814087,287.56141662597656,0
2675.563970565796,1,1,1,2,1,2,1,2,1,2,3,1,2,3,3,3,2,2,3,3,3,2,1,3,1,2,2,1,1,1,3,3,3,3,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,3,1,3,2,2,3,2,2,3,3,1,2,2,2,2,1,2,3,1,3,2,1,2,2,1,3,3,3,3,3,2,2,1,1,2,1,2,2,1,1,3,3,2,2,2,1,1,2,3,2,1,1,2,1,2,1,2,2,1,1,2,3,2,3,1,3,2,2,3,1,2,3,3,2,1,2,3,3,3,2,3,1,3,1,1,1,2,1,3,2,1,1,2,3,2,3,3,3,1,3,1,1,2,3,2,1,2,2,3,3,3,1,2,1,3,2,2,1,2,1,2,1,2,3,1,3,1,1,2,2,2,3,1,1,1,5,212,1,1,0,0,4,7,3251,17,25,0,20,11,82,10409,170,26,735,3986,31,78,856,1454,89,10,22,8,39,6,1466,385,5,50,126,6,113,393,122,10564,873,1974,9624,38,183,29157,2972,3584,21,305,20,34,398,199,2637,29,1381,91,693,11778,3,1,73,79841180,25,16,113,60,120,1619,595,26,23,25,505,34,4804,145,972,171,63,56,375,57,40,549,41,156,3,4,61,23,294,57,0,32,6,3968,9,194,32,5,0,47,24,107117600,10,31,20,53,2,0,568,50,530,1906,270,64,199,0,785,0,2426,20994,28,27,0,2,66,35,5,32,4,1,51,3802,1,2,277,8,2,18,6,52,92,95,47,86,27,3,2879,0,27,15,19.741618871688843,620.8560466766357,0
2675.563970565796,0,2,1,3,1,3,2,2,2,3,1,2,1,1,2,1,3,1,3,1,2,1,3,3,3,2,2,3,2,2,1,2,1,3,3,2,2,3,1,2,1,2,2,3,1,1,1,3,3,1,2,3,1,1,1,3,2,1,1,1,3,3,1,1,3,3,3,1,2,3,2,1,2,1,1,3,2,3,2,3,1,2,1,2,3,2,2,1,2,1,3,3,2,1,2,3,3,1,2,1,3,1,3,2,3,2,2,1,2,3,1,1,2,1,1,2,2,3,2,2,2,3,1,3,3,1,2,3,3,3,3,3,1,2,1,2,3,2,1,3,3,3,3,1,3,1,1,3,2,2,2,1,1,1,1,3,2,2,3,2,1,3,2,3,2,1,1,3,1,2,2,1,3,1,1,2,2,1,2,3,2,1,2,1,1,16,154,1,1,1,0,0,45,2889,33,12,0,3,12,35,3410,153,32,392,612,15,20,354,578,197,19,10,5,6,3,512,359,2,50,792,7,194,144,91,4417,518,2946,2747,66,105,38708,1819,2040,73,175,6,52,295,354,1982,5,1408,328,633,12563,3,3,15,158999033,32,17,26,140,461,1774,794,17,15,26,1305,35,15119,94,797,51,128,22,281,77,59,239,209,392,2,10,198,4,96,150,4,23,0,2231,14,370,143,10,1,13,188,193092845,11,23,25,13,1,0,656,358,348,1464,390,66,75,2,771,11,610,25007,11,381,4,1,71,40,8,15,0,11,18,3109,1,1,161,7,18,23,21,47,97,95,40,22,27,4,3429,1,4,19,20.217249393463135,1080.998182296753,0
2675.563970565796,3,1,3,1,3,3,3,1,1,3,3,2,1,1,3,2,2,1,3,3,3,1,2,3,2,1,2,1,3,3,3,1,3,2,1,2,1,3,2,1,2,2,1,3,3,1,3,3,3,3,1,3,1,3,2,3,1,3,3,1,2,2,3,1,3,3,1,3,3,3,2,1,2,3,3,2,2,3,2,3,2,1,1,3,2,2,2,1,3,3,2,2,3,1,2,2,2,2,3,2,3,1,2,2,1,3,3,1,2,2,1,1,1,1,1,1,3,3,1,1,1,2,2,3,2,3,3,3,3,3,1,1,2,3,3,3,3,1,3,3,3,1,2,1,2,2,1,2,1,2,1,2,2,1,3,3,3,2,3,2,2,3,2,3,1,3,1,1,3,2,1,1,3,2,3,1,1,3,3,3,3,3,1,2,1,9,387,0,1,0,1,0,43,1783,30,19,0,4,1,36,14097,242,18,368,690,5,85,595,1847,100,28,11,4,16,6,1067,125,10,111,101,4,248,828,308,6057,110,1615,29312,30,172,22851,2604,962,15,190,11,27,274,78,3120,12,657,65,1064,17889,2,4,43,79790694,4,5,103,57,1405,424,1574,29,19,24,545,17,25308,102,232,25,24,13,352,12,37,294,116,372,4,4,285,32,64,122,0,28,7,3824,4,557,187,2,3,35,114,58507301,3,17,21,144,3,1,2116,370,547,1076,271,62,36,4,705,10,1061,21028,25,349,0,2,73,19,2,88,8,10,80,1244,1,4,98,2,10,20,31,30,67,219,70,64,37,3,1521,0,18,16,19.362592935562134,18.45717430114746,0
2675.563970565796,3,2,3,3,3,3,2,2,1,3,1,3,2,1,3,3,3,3,1,3,1,3,3,2,1,2,2,3,2,1,2,3,3,3,1,1,1,1,3,1,2,2,2,3,3,2,1,3,3,1,1,1,2,3,1,3,2,1,1,3,2,3,2,1,1,2,3,2,1,3,3,2,2,1,2,1,1,3,1,3,2,2,1,3,1,2,3,2,1,1,1,2,2,1,1,2,3,3,1,3,1,2,3,2,2,2,1,2,2,1,2,3,1,1,1,3,1,2,2,1,3,2,3,1,2,3,3,3,1,2,2,3,2,2,3,3,3,3,2,1,1,3,2,2,1,1,1,2,3,1,1,2,1,2,3,1,1,3,2,3,2,2,3,3,3,3,2,1,1,2,2,2,2,1,1,1,2,3,1,3,2,3,2,3,3,9,239,1,0,0,1,0,53,2400,35,7,8,11,9,85,16271,328,5,883,3059,40,38,896,1024,132,12,19,2,39,0,937,206,22,119,266,4,114,2042,107,4212,70,781,6389,47,185,9053,542,1673,23,208,7,61,299,382,3674,37,880,237,482,7540,2,0,76,54473853,14,27,76,29,329,881,1144,31,21,39,1294,47,19888,135,1167,206,38,14,230,21,11,480,66,236,0,2,73,6,70,71,4,15,7,877,31,238,24,6,3,13,38,108434289,1,13,30,42,1,0,2187,138,249,1704,421,4,129,5,339,5,312,20365,6,373,1,1,52,35,7,123,2,6,62,748,3,1,308,2,31,10,11,48,69,248,14,69,33,4,475,1,8,20,19.731014490127563,606.8670749664307,0
2675.563970565796,2,2,3,3,2,3,3,1,3,2,3,3,1,1,2,1,1,3,1,2,3,3,3,2,1,1,2,1,2,1,3,3,3,3,1,1,3,1,3,2,3,2,1,3,3,3,3,3,1,2,1,3,1,1,3,2,1,1,2,2,2,3,1,1,3,2,1,1,1,1,3,1,1,1,1,1,1,3,3,2,2,2,3,1,1,2,3,3,1,2,3,3,2,3,2,2,1,3,3,1,3,3,2,2,1,1,1,2,1,1,3,3,1,2,2,2,1,1,1,1,2,1,1,3,3,3,3,2,2,2,3,2,1,1,1,3,2,2,1,1,1,3,2,1,2,1,1,3,1,1,1,3,1,2,1,1,2,3,3,1,2,2,3,3,2,1,3,1,2,1,2,1,3,1,2,1,2,2,2,2,1,1,2,2,2,8,75,1,0,0,0,3,9,3708,8,20,6,17,9,74,15769,325,19,740,3953,8,88,256,1636,76,18,38,6,26,0,1313,43,27,34,292,5,215,727,326,2964,472,3169,3527,51,103,31864,2651,2459,58,282,32,46,70,381,2497,32,1370,299,271,17339,4,0,62,58060757,28,20,105,119,920,1777,1473,3,5,39,3567,57,6027,17,375,140,21,19,348,51,14,334,298,61,2,1,126,38,342,148,1,32,5,670,11,105,100,2,1,48,82,166981051,16,38,35,106,1,1,244,177,88,1892,119,68,165,2,116,5,1664,36859,20,179,4,1,10,5,2,79,0,11,87,853,4,2,230,5,10,26,8,72,50,218,55,55,21,3,1949,1,11,8,19.45067834854126,205.89113235473633,0
2675.563970565796,3,1,3,1,3,2,3,1,3,3,1,2,1,3,3,2,2,2,3,3,3,1,2,3,2,1,2,1,1,3,3,2,3,2,2,2,1,3,2,1,2,2,1,3,1,1,2,2,2,3,2,1,1,3,3,1,1,1,3,1,1,2,3,1,2,1,1,3,3,1,2,1,1,3,3,3,2,3,1,3,2,3,1,3,2,2,1,2,1,3,2,3,3,2,2,2,2,1,3,2,2,1,3,2,2,3,3,1,2,1,1,1,1,1,3,1,1,3,1,1,1,3,2,2,1,3,3,3,1,3,1,3,3,3,3,3,3,1,3,3,2,1,3,1,1,2,1,2,3,1,1,2,2,3,3,3,3,3,3,2,2,1,2,1,1,3,1,1,2,2,1,1,3,2,3,2,1,1,3,3,3,3,2,3,1,9,387,0,1,0,1,0,43,963,30,23,1,5,2,37,14097,320,20,399,690,2,65,595,1847,100,28,4,4,18,6,1067,75,10,111,101,4,237,1120,248,8016,140,1321,26335,30,159,22851,2604,1214,15,175,10,27,280,142,3287,11,572,48,1064,17889,2,4,58,89318082,4,3,114,57,1662,424,1574,31,15,24,523,17,25308,102,232,25,24,4,391,12,40,294,133,357,4,4,285,32,79,149,0,23,7,3824,4,557,150,2,2,39,84,52321978,7,17,16,145,3,1,2116,390,547,1147,319,62,65,5,705,10,545,25637,19,374,0,2,73,25,2,88,8,10,80,455,1,4,156,2,10,20,31,25,64,219,67,64,37,3,1521,0,16,21,19.413476943969727,105.74460029602051,0
2675.563970565796,0,3,1,3,3,3,3,3,2,1,2,2,2,1,2,2,2,3,3,3,3,2,2,2,3,2,2,2,3,2,3,2,1,1,2,2,3,2,1,1,1,3,2,3,2,3,1,2,3,3,1,3,1,3,3,2,3,1,3,2,1,2,3,2,3,1,1,3,3,1,3,3,2,3,1,2,3,3,3,1,1,3,3,2,1,2,1,3,2,3,2,3,2,2,3,2,2,1,3,3,1,1,1,1,1,1,2,3,3,1,2,1,2,2,1,2,2,3,3,1,1,3,3,3,2,1,2,2,2,3,3,1,2,3,1,1,3,2,2,3,1,2,2,3,2,3,2,2,2,3,3,2,1,3,3,2,2,3,2,2,1,2,2,3,2,2,1,1,3,1,2,1,2,1,2,3,1,1,3,2,3,3,1,1,2,10,119,1,0,1,0,2,15,504,26,19,8,26,10,90,1951,136,20,958,2513,3,18,163,489,54,14,61,7,3,8,3492,130,26,34,595,2,243,1516,114,8533,369,1458,9352,52,110,34980,1828,3659,125,271,3,38,54,196,404,37,1705,216,568,5693,3,4,46,17187193,31,8,64,66,1683,1357,532,32,19,3,298,30,21070,100,1335,44,35,16,288,123,31,439,341,25,2,6,302,11,322,200,6,12,3,2399,22,562,64,10,0,43,198,146702423,6,31,13,90,3,0,1302,225,985,837,221,46,37,1,276,0,381,29541,7,231,3,1,39,14,6,145,3,7,59,2162,3,4,282,6,8,15,17,80,25,343,39,24,19,3,328,0,36,18,20.024482250213623,954.3061256408691,0
2675.563970565796,3,1,3,1,3,1,3,1,1,2,3,2,1,2,3,1,2,1,3,3,3,2,2,3,2,1,2,1,3,3,3,1,3,2,2,2,1,2,2,1,2,2,1,3,1,1,2,3,2,3,2,3,1,3,2,1,1,1,3,1,1,2,3,1,3,1,1,3,3,2,1,1,2,3,3,3,2,3,1,3,2,3,1,3,2,2,2,2,1,3,1,2,3,2,3,2,2,1,3,2,2,1,1,2,2,3,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,3,3,3,3,1,2,3,1,3,1,3,3,3,2,1,2,1,1,2,1,2,1,2,1,2,1,3,3,3,3,2,3,2,2,3,2,1,1,3,1,1,3,2,1,1,3,2,3,3,1,1,3,3,3,3,3,3,1,9,387,0,1,0,1,3,72,1783,30,23,0,4,2,36,14097,242,18,399,690,5,65,595,1847,100,28,11,4,16,6,1067,125,31,111,990,4,248,828,308,8016,140,1615,26335,30,159,16834,2469,1214,15,175,11,27,274,78,3287,11,572,48,1064,17889,3,4,49,89318082,4,3,103,57,1036,424,1574,29,19,24,545,41,25308,102,232,25,24,4,352,12,40,294,116,372,4,4,285,32,79,149,0,28,7,3824,4,398,187,4,3,35,114,58507301,3,24,16,144,3,1,2116,390,547,1056,319,62,36,4,705,10,1027,25637,19,349,0,2,73,19,2,88,8,10,80,1244,1,4,121,2,8,20,31,32,67,219,75,64,37,3,1521,0,18,20,19.333512783050537,112.55598068237305,0
