-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,459.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,264.0,128.0,354.0,1280.0,1378.0,94.0,25927.0,3.57,-7.333,-691.628,-18.774,-500.700
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,459.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,264.0,128.0,354.0,1280.0,1378.0,94.0,25927.0,3.57,-7.333,-691.628,-18.903,-501.217
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,475.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,253.0,128.0,371.0,1280.0,1378.0,94.0,25927.0,3.57,-7.305,-681.754,-19.328,-509.838
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,465.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,252.0,128.0,344.0,1280.0,1378.0,94.0,25927.0,3.57,-7.282,-685.592,-19.755,-507.106
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,475.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,253.0,128.0,371.0,1280.0,1378.0,94.0,25927.0,3.57,-7.305,-681.754,-19.328,-509.838
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,465.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,252.0,128.0,344.0,1280.0,1378.0,94.0,25927.0,3.57,-7.282,-685.592,-19.755,-507.106
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,459.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,264.0,128.0,354.0,1280.0,1378.0,94.0,25927.0,3.57,-7.333,-691.628,-18.774,-500.700
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,459.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,264.0,128.0,354.0,1280.0,1378.0,94.0,25927.0,3.57,-7.333,-691.628,-18.903,-501.217
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,475.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,253.0,128.0,371.0,1280.0,1378.0,94.0,25927.0,3.57,-7.305,-681.754,-19.328,-509.838
-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,194.0,1478.0,5423.0,4.0,128.0,30.6,15.99,2931.0,1094.0,194.0,1280.0,0.0,4.0,-8.713,-238.348,2991.0,1118.0,194.0,0.0,0.0,4.0,298.0,5.0,43.0,1119.0,1290.0,960.0,2011.0,1118.0,128.0,47.0,1280.0,1378.0,94.0,25927.0,3.57,-11.674,-1084.728,3467.0,1118.0,194.0,0.0,0.0,4.0,-1.0,465.0,8.0,43.0,1119.0,1290.0,960.0,2011.0,252.0,128.0,344.0,1280.0,1378.0,94.0,25927.0,3.57,-7.282,-685.592,-19.755,-507.106
