4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,1,0,-1,1,1,1,1,0,-1,-1,1.0,1.0,2,0,1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,23,91,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,105,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,299,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,212,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,79,-3.640,-7159.871,0.047,0.000
4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,1,0,-1,1,1,1,1,0,-1,-1,1.0,1.0,2,0,-1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,22,88,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,112,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,281,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,203,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,86,-3.640,-7159.871,0.047,0.000
4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,1,0,-1,1,1,1,1,0,1,-1,1.0,1.0,2,0,1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,24,105,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,95,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,318,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,267,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,102,-3.640,-7159.871,0.047,0.000
4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,1,0,-1,1,1,1,1,0,1,-1,1.0,1.0,2,0,-1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,25,106,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,166,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,251,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,320,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,124,-3.640,-7159.871,0.047,0.000
4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,0,0,-1,1,1,1,1,0,0,-1,1.0,1.0,2,0,1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,27,132,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,218,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,371,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,301,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,139,-3.640,-7159.871,0.047,0.000
4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,0,0,-1,1,1,1,1,0,0,-1,1.0,1.0,2,0,-1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,23,123,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,190,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,549,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,281,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,170,-3.640,-7159.871,0.047,0.000
4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,0,0,-1,1,1,1,1,0,-1,-1,1.0,1.0,2,0,1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,23,116,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,268,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,696,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,249,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,121,-3.640,-7159.871,0.047,0.000
4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,0,0,-1,1,1,1,1,0,-1,-1,1.0,1.0,2,0,-1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,28,102,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,217,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,626,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,250,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,92,-3.640,-7159.871,0.047,0.000
4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,0,0,-1,1,1,1,1,0,1,-1,1.0,1.0,2,0,1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,33,176,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,226,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,547,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,235,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,104,-3.640,-7159.871,0.047,0.000
4.0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,0,0,-1,1,1,1,1,0,1,-1,1.0,1.0,2,0,-1,0,0,1,1,-1,1,2989,2994,0,0,0,0,0,76,2994,2989,9.00,6.50,2475,208,1020,687,624,450,76,0,0,2994,27131,4.48,99,26,124,-1.610,-2794.826,-0.400,-672.923,2714,275,0,208,1020,687,624,450,2994,76,0,0,0,0,0,0,2994,385,27286,4.39,2371.5,2713.5,342.0,0.0,0.0,2989,2994,0,0,0,0,76,0,0,0,143,-4.120,-7533.186,-0.086,-0.636,2373,434,0,208,1020,687,624,450,1624,76,0,0,0,0,0,0,2994,385,27286,4.39,2373.0,3044.0,698.0,27.0,0.0,2989,2994,0,0,0,0,76,0,0,0,531,-1.248,-1774.585,-0.276,-441.406,12497,72,7618,3404,58,117,4934,244,-3.640,-7153.557,0.047,0.000,188,18056,173,17883,187,13711,161,13550,0,168,-3.640,-7159.871,0.047,0.000
